Plate,Plate ID,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Cell Type,Gene Symbol,Comment [Gene Comments],Gene Identifier,RefSeq Accession,RefSeq GI Number,Control Type,Duplex Number 1,Duplex Number 2,Duplex Number 3,Duplex Number 4,Reagent Design Gene Annotation Build,Analysis Gene Annotation Build,Comment [Image File Path]
MDA231_Val-2652c,2652c,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARHGEF2,,9181,NM_004723,15011973,,,D-009883-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652c
MDA231_Val-2652c,2652c,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARHGEF2,,9181,NM_004723,15011973,,D-009883-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652c
MDA231_Val-2652b,2652b,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARHGEF2,,9181,NM_004723,15011973,,D-009883-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652b
MDA231_Val-2652d,2652d,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARHGEF2,,9181,NM_004723,15011973,,D-009883-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652d
MDA231_Val-2652a,2652a,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARHGEF2,,9181,NM_004723,15011973,,D-009883-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652a
Hs578T_Val-2393d,2393d,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393d
Hs578T_Val-2393d,2393d,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393d
Hs578T_Val-2393c,2393c,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393c
Hs578T_Val-2393a,2393a,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393a
Hs578T_Val-2393b,2393b,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393b
Hs578T_Val-2393b,2393b,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393b
Hs578T_Val-2393c,2393c,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393c
Hs578T_Val-2393a,2393a,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393a
Hs578T_Val-2393b,2393b,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393b
Hs578T_Val-2393c,2393c,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393c
Hs578T_Val-2393a,2393a,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393a
Hs578T_Val-2393c,2393c,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393c
Hs578T_Val-2393b,2393b,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393b
Hs578T_Val-2393a,2393a,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393a
Hs578T_Val-2393c,2393c,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393c
Hs578T_Val-2393b,2393b,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393b
Hs578T_Val-2393d,2393d,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393d
Hs578T_Val-2393d,2393d,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393d
Hs578T_Val-2393a,2393a,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2393a
MDA231_Val-2393d,2393d,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_Val-2393a,2393a,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393a
MDA231_Val-2393b,2393b,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393b
MDA231_Val-2393d,2393d,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_Val-2393c,2393c,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393c
MDA231_Val-2393b,2393b,C11,35,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID1B,,57492,NM_017519,40068465,,D-013970-01,D-013970-02,D-013970-03,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393b
MDA231_Val-2393c,2393c,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393c
MDA231_Val-2393a,2393a,C10,34,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,,D-013970-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393a
MDA231_Val-2393a,2393a,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393a
MDA231_Val-2393b,2393b,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393b
MDA231_Val-2393d,2393d,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_Val-2393a,2393a,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393a
MDA231_Val-2393d,2393d,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_Val-2393d,2393d,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_Val-2393b,2393b,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393b
MDA231_Val-2393c,2393c,C9,33,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,,D-013970-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393c
MDA231_Val-2393c,2393c,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,,D-013970-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393c
MDA231_Val-2393b,2393b,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393b
MDA231_Val-2393c,2393c,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393c
MDA231_Val-2393a,2393a,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID1B,,57492,NM_017519,40068465,,D-013970-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393a
Hs578T_Val-2489b,2489b,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID3A,,1820,NM_005224,118026938,,D-012032-01,D-012032-02,D-012032-03,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489b
Hs578T_Val-2489c,2489c,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID3A,,1820,NM_005224,118026938,,D-012032-01,D-012032-02,D-012032-03,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489c
Hs578T_Val-2489b,2489b,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489b
Hs578T_Val-2489d,2489d,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID3A,,1820,NM_005224,118026938,,D-012032-01,D-012032-02,D-012032-03,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489d
Hs578T_Val-2489d,2489d,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489d
Hs578T_Val-2489a,2489a,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489a
Hs578T_Val-2489c,2489c,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489c
Hs578T_Val-2489a,2489a,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID3A,,1820,NM_005224,118026938,,D-012032-01,D-012032-02,D-012032-03,D-012032-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489a
Hs578T_Val-2489a,2489a,E9,57,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,D-012032-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489a
Hs578T_Val-2489c,2489c,E9,57,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,D-012032-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489c
Hs578T_Val-2489b,2489b,A9,9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,D-012032-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489b
Hs578T_Val-2489c,2489c,A9,9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,D-012032-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489c
Hs578T_Val-2489a,2489a,A9,9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,D-012032-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489a
Hs578T_Val-2489d,2489d,A9,9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,,D-012032-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489d
Hs578T_Val-2489d,2489d,E9,57,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,D-012032-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489d
Hs578T_Val-2489b,2489b,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,D-012032-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489b
Hs578T_Val-2489a,2489a,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,D-012032-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489a
Hs578T_Val-2489b,2489b,E9,57,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,,D-012032-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489b
Hs578T_Val-2489c,2489c,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,D-012032-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489c
Hs578T_Val-2489d,2489d,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID3A,,1820,NM_005224,118026938,,D-012032-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2489d
Hs578T_Val-2649b,2649b,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649d,2649d,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649c,2649c,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649a,2649a,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649c,2649c,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649c,2649c,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,D-026427-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,D-026427-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,D-026427-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,D-026427-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649b,2649b,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,D-026427-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,D-026427-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649a,2649a,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,,D-026427-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649c,2649c,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,D-026427-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,,D-026427-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,D-026427-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649c,2649c,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,D-026427-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ARID5B,,84159,XM_084482,74136548,,D-026427-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
MDA231_Val-2649a,2649a,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649d,2649d,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649c,2649c,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649d,2649d,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649b,2649b,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID5B,,84159,XM_084482,74136548,,,,,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649b,2649b,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649c,2649c,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ARID5B,,84159,XM_084482,74136548,,D-026427-01,D-026427-02,D-026427-03,D-026427-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649b,2649b,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ARID5B,,84159,XM_084482,74136548,,,,D-026427-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
